pdb	alpha_helical(%)	beta_strand(%)	coil(%)
4dr6	47.36	27.75	24.89
8w7o	47.36	27.74	24.89
4l6y	47.37	27.74	24.89
3asf	47.37	27.74	24.89
4zjk	47.37	27.74	24.89
4y21	47.37	27.74	24.89
4xg3	47.37	27.74	24.89
2rie	47.37	27.74	24.89
6zpm	47.37	27.74	24.89
3p1s	47.37	27.74	24.89
5uxt	47.37	27.74	24.89
3acj	47.37	27.74	24.89
6bfi	47.38	27.74	24.89
1rib	47.38	27.73	24.89
3uly	47.38	27.73	24.89
4aoi	47.38	27.74	24.89
4a5u	47.38	27.74	24.89
5cwm	47.38	27.73	24.88
4twn	47.38	27.73	24.89
6g7h	47.38	27.73	24.88
1n1b	47.38	27.73	24.88
6rsc	47.38	27.73	24.88
5lmb	47.38	27.73	24.88
5uhq	47.38	27.73	24.88
4das	47.4	27.73	24.88
3qo8	47.4	27.73	24.88
8ans	47.4	27.73	24.88
1t8b	47.4	27.72	24.88
6hvq	47.4	27.72	24.88
4rib	47.4	27.72	24.88
7n0e	47.4	27.72	24.88
8rcg	47.4	27.72	24.88
6r80	47.4	27.72	24.88
8gcq	47.4	27.72	24.88
3wvk	47.4	27.72	24.88
6boe	47.4	27.72	24.88
8f8k	47.4	27.72	24.87
3lz8	47.4	27.72	24.88
3po2	47.39	27.73	24.88
5tgz	47.39	27.73	24.88
6h2o	47.39	27.73	24.88
4itw	47.4	27.72	24.88
3m5g	47.39	27.73	24.88
6zid	47.39	27.73	24.88
7rbo	47.39	27.73	24.88
4afl	47.4	27.73	24.88
6qdr	47.4	27.73	24.88
6lks	47.39	27.73	24.88
5fza	47.38	27.73	24.88
5jw9	47.39	27.73	24.88
4ayc	47.39	27.73	24.88
5uwu	47.39	27.73	24.88
7e4o	47.39	27.73	24.88
6r2m	47.39	27.73	24.88
2z6g	47.39	27.73	24.88
1kny	47.39	27.73	24.88
3ayz	47.39	27.73	24.88
2bgc	47.38	27.73	24.88
3qzy	47.39	27.73	24.88
5h5b	47.39	27.73	24.88
2ps7	47.39	27.73	24.88
5fy9	47.39	27.73	24.88
8icl	47.39	27.73	24.88
6qj3	47.39	27.73	24.88
1i94	47.38	27.73	24.88
8tnc	47.39	27.73	24.88
6ivl	47.39	27.73	24.88
4nad	47.39	27.73	24.88
4h54	47.39	27.73	24.88
3zyc	47.39	27.73	24.88
4uhn	47.39	27.73	24.88
5c1f	47.4	27.73	24.88
8b7e	47.39	27.73	24.88
3dk6	47.39	27.73	24.88
3tap	47.39	27.73	24.88
2ojq	47.39	27.73	24.88
3orl	47.39	27.73	24.88
3rzi	47.39	27.73	24.88
5sdf	47.39	27.73	24.88
4pn8	47.39	27.73	24.88
6woy	47.38	27.73	24.88
6q45	47.37	27.74	24.89
5sdj	47.37	27.74	24.89
4llt	47.37	27.74	24.89
5mgx	47.37	27.74	24.89
8df9	47.37	27.74	24.89
2vxx	47.37	27.74	24.89
3pmn	47.37	27.74	24.89
7pi6	47.38	27.74	24.89
1vct	47.38	27.74	24.89
6gcm	47.39	27.73	24.88
6i1k	47.39	27.73	24.88
8jbb	47.39	27.73	24.88
2hhk	47.39	27.73	24.88
4byy	47.39	27.73	24.88
4cs8	47.39	27.73	24.88
6byk	47.39	27.73	24.88
5d91	47.39	27.73	24.88
7dgx	47.4	27.73	24.88
4ug3	47.4	27.72	24.88
7eqc	47.4	27.72	24.88
2c6r	47.4	27.72	24.88
8tkz	47.4	27.72	24.88
1ial	47.4	27.72	24.88
5hcd	47.39	27.73	24.88
9b0z	47.39	27.73	24.88
6ixo	47.39	27.73	24.88
3gb8	47.4	27.72	24.88
4rfy	47.4	27.72	24.88
4lrx	47.39	27.73	24.88
5lbh	47.4	27.72	24.88
4rl5	47.4	27.72	24.88
6f7s	47.4	27.72	24.88
2f1b	47.4	27.72	24.88
6q5p	47.4	27.72	24.88
6vk8	47.4	27.72	24.88
2pl2	47.41	27.72	24.88
6exu	47.41	27.72	24.88
3u0c	47.41	27.72	24.88
6he3	47.41	27.72	24.88
2f9q	47.41	27.72	24.88
6z26	47.41	27.72	24.87
4lpz	47.41	27.72	24.87
5bwk	47.41	27.72	24.87
3hmm	47.41	27.72	24.87
5xxd	47.41	27.72	24.87
8cws	47.41	27.71	24.87
4p5q	47.41	27.72	24.87
6ssb	47.41	27.72	24.87
1mz9	47.42	27.71	24.87
3vyg	47.41	27.72	24.87
4jun	47.41	27.72	24.87
3psd	47.41	27.72	24.87
3e5x	47.4	27.72	24.88
5x7d	47.4	27.72	24.87
5gn9	47.41	27.72	24.87
7kmq	47.4	27.72	24.88
4dqi	47.4	27.72	24.88
6rk8	47.4	27.72	24.88
2nt8	47.4	27.72	24.88
3ac8	47.4	27.72	24.88
1nik	47.39	27.73	24.88
2xcs	47.39	27.73	24.88
7oq7	47.39	27.73	24.88
3wo7	47.4	27.73	24.88
3i4j	47.39	27.73	24.88
3qhe	47.4	27.72	24.88
1y1v	47.38	27.73	24.88
5wlz	47.38	27.73	24.88
2ijj	47.39	27.73	24.88
5oo6	47.4	27.73	24.88
3omn	47.4	27.73	24.88
6kk8	47.4	27.73	24.88
5lyp	47.4	27.73	24.88
6cnz	47.4	27.72	24.87
5ugy	47.39	27.73	24.88
3czk	47.39	27.73	24.88
5xgo	47.39	27.73	24.88
2qei	47.4	27.73	24.88
5n5w	47.4	27.73	24.88
2o8e	47.4	27.73	24.88
1sf9	47.4	27.73	24.88
1cpq	47.4	27.73	24.88
5yim	47.4	27.73	24.87
6ydu	47.4	27.73	24.87
8f4c	47.4	27.73	24.87
7npb	47.4	27.73	24.87
3gox	47.4	27.73	24.87
5wqe	47.4	27.73	24.88
8bfw	47.4	27.73	24.88
2chp	47.4	27.72	24.87
1mhz	47.4	27.72	24.87
7v56	47.4	27.72	24.87
6j4m	47.4	27.72	24.87
5wry	47.4	27.72	24.87
2zhz	47.4	27.72	24.87
3ak9	47.41	27.72	24.87
4v2q	47.41	27.72	24.87
6cub	47.41	27.72	24.87
4wnv	47.41	27.72	24.87
2i1y	47.41	27.72	24.87
2b2f	47.41	27.72	24.87
3dkw	47.41	27.72	24.87
6s9q	47.41	27.72	24.87
1au1	47.41	27.72	24.87
4lmk	47.41	27.72	24.87
4q17	47.41	27.72	24.87
4ec4	47.41	27.72	24.87
4b9n	47.4	27.72	24.87
5z85	47.41	27.72	24.87
4uv9	47.41	27.72	24.87
6qzs	47.41	27.72	24.87
4a3g	47.4	27.73	24.87
6tkv	47.4	27.73	24.87
3vr5	47.39	27.73	24.88
5sxf	47.39	27.73	24.88
5d58	47.39	27.73	24.87
4uqv	47.39	27.73	24.88
4pp7	47.39	27.73	24.88
4zly	47.39	27.73	24.88
5zz6	47.39	27.73	24.88
7zn8	47.39	27.73	24.88
8a5w	47.38	27.74	24.88
6soz	47.38	27.74	24.88
4gkk	47.38	27.74	24.88
6gl9	47.38	27.74	24.88
6u0s	47.37	27.74	24.89
6cwy	47.37	27.74	24.89
2h8o	47.37	27.74	24.89
1x92	47.37	27.74	24.89
1ka2	47.37	27.74	24.89
5h2j	47.37	27.74	24.89
8h72	47.37	27.74	24.89
3bvl	47.38	27.74	24.89
1yqw	47.37	27.74	24.89
5ym7	47.37	27.74	24.89
4xwl	47.37	27.74	24.89
2ymp	47.37	27.74	24.89
5b6v	47.37	27.74	24.89
6sdv	47.37	27.74	24.89
8f1x	47.37	27.74	24.89
2idg	47.37	27.74	24.89
4c8b	47.37	27.74	24.89
7xyv	47.37	27.74	24.89
6ale	47.37	27.74	24.89
4bpl	47.37	27.74	24.89
5hb1	47.37	27.74	24.89
7xwq	47.37	27.74	24.89
5k3j	47.38	27.74	24.89
5jjf	47.38	27.74	24.89
4b9s	47.38	27.74	24.89
4n3z	47.38	27.73	24.89
4cf3	47.38	27.73	24.89
7nsn	47.37	27.74	24.89
7eq7	47.37	27.74	24.89
6fop	47.37	27.74	24.89
6x2x	47.37	27.74	24.89
3mlg	47.37	27.74	24.89
4r8q	47.37	27.74	24.89
2nv7	47.37	27.74	24.89
3rnf	47.37	27.73	24.89
3ccy	47.37	27.73	24.89
5mja	47.37	27.74	24.89
2yia	47.37	27.74	24.89
7vqs	47.37	27.74	24.89
2wqj	47.37	27.74	24.89
7b42	47.37	27.74	24.89
8goh	47.37	27.74	24.89
1h2a	47.37	27.74	24.89
5ik0	47.37	27.74	24.89
4owf	47.37	27.74	24.89
6gak	47.37	27.74	24.89
7dlb	47.37	27.74	24.89
4gxj	47.37	27.74	24.89
2rgq	47.37	27.74	24.89
2bed	47.37	27.74	24.89
6jy6	47.37	27.74	24.89
7p0u	47.38	27.74	24.89
8ijn	47.38	27.74	24.88
6yc2	47.38	27.73	24.88
2cfu	47.38	27.73	24.88
4df8	47.38	27.73	24.88
6di3	47.38	27.73	24.88
2v0o	47.39	27.73	24.88
5fob	47.38	27.74	24.88
6ldf	47.38	27.74	24.88
4y32	47.38	27.74	24.88
4xkd	47.38	27.74	24.89
6vyn	47.38	27.74	24.89
4kit	47.37	27.74	24.89
4n6j	47.38	27.74	24.89
2z2r	47.37	27.74	24.89
3wrg	47.37	27.74	24.89
4kvt	47.37	27.74	24.89
3ac2	47.37	27.74	24.89
5sdq	47.37	27.74	24.89
5sv1	47.39	27.73	24.88
5d49	47.38	27.73	24.88
6ova	47.38	27.73	24.88
3p5p	47.39	27.73	24.88
6czx	47.38	27.74	24.88
8e9e	47.38	27.74	24.88
1ykh	47.38	27.73	24.88
7ktg	47.38	27.73	24.88
3llw	47.39	27.73	24.88
7twd	47.39	27.73	24.88
4rzx	47.39	27.73	24.88
2e7u	47.39	27.73	24.88
5am9	47.39	27.73	24.88
2qju	47.39	27.73	24.88
6ke4	47.39	27.73	24.88
2y3g	47.4	27.73	24.88
7icr	47.4	27.73	24.88
7my6	47.4	27.73	24.88
4fnk	47.39	27.73	24.88
6p5u	47.39	27.73	24.88
3tsi	47.39	27.73	24.88
3vr4	47.39	27.73	24.88
1gn4	47.39	27.73	24.88
6a3c	47.39	27.73	24.88
3a7k	47.39	27.73	24.88
4kjs	47.4	27.73	24.88
7bgn	47.39	27.73	24.88
6sip	47.39	27.73	24.88
6k1z	47.4	27.73	24.88
4n2q	47.4	27.73	24.88
1gkj	47.4	27.73	24.88
3miy	47.4	27.73	24.88
5ys3	47.4	27.72	24.88
5jtg	47.4	27.72	24.88
2wdv	47.4	27.72	24.88
3txm	47.4	27.72	24.88
4hor	47.4	27.72	24.88
5gmp	47.4	27.72	24.88
5ng4	47.4	27.72	24.88
8bsb	47.4	27.72	24.88
6i1p	47.4	27.72	24.88
5v5o	47.41	27.72	24.87
2gsc	47.41	27.72	24.87
2j0w	47.41	27.72	24.87
2zzo	47.41	27.72	24.87
7vhr	47.42	27.71	24.87
8u0o	47.42	27.71	24.87
3tan	47.42	27.71	24.87
4lf5	47.42	27.71	24.87
4fzs	47.42	27.71	24.87
1rv0	47.41	27.71	24.87
4wav	47.41	27.71	24.87
2yw7	47.42	27.71	24.87
1qqe	47.42	27.71	24.87
6xva	47.42	27.71	24.87
3smm	47.42	27.71	24.87
6jqk	47.42	27.71	24.87
2z0q	47.42	27.71	24.87
6bke	47.42	27.71	24.87
2wu2	47.42	27.71	24.87
7nfo	47.42	27.71	24.87
1fpo	47.42	27.71	24.87
4hnw	47.42	27.71	24.87
1x94	47.42	27.71	24.87
1x78	47.43	27.71	24.87
1g5g	47.42	27.71	24.87
4h9s	47.42	27.71	24.87
1tjl	47.42	27.71	24.87
3iqu	47.43	27.71	24.87
5wum	47.43	27.71	24.86
4i3h	47.42	27.71	24.87
7m0t	47.42	27.71	24.87
8a09	47.42	27.71	24.87
5nxd	47.42	27.71	24.87
7c86	47.42	27.71	24.87
6tk2	47.42	27.71	24.87
5vnd	47.42	27.71	24.87
1gp2	47.42	27.71	24.87
7q7w	47.42	27.71	24.87
9gsq	47.42	27.71	24.87
4dv7	47.42	27.72	24.87
6aw2	47.41	27.72	24.87
5t94	47.41	27.72	24.87
4bwn	47.41	27.72	24.87
7z8d	47.41	27.72	24.87
3mx3	47.41	27.72	24.87
7op0	47.41	27.72	24.87
4hb0	47.41	27.72	24.87
5y06	47.41	27.72	24.87
7az1	47.41	27.72	24.87
8jub	47.41	27.72	24.87
6xjt	47.41	27.72	24.87
7y16	47.41	27.71	24.87
7dkz	47.42	27.71	24.87
3v2q	47.42	27.71	24.87
6z7e	47.42	27.71	24.87
1w2b	47.41	27.72	24.87
2z4e	47.4	27.72	24.88
8fs2	47.4	27.72	24.88
7uc7	47.4	27.72	24.88
5ogs	47.4	27.73	24.88
3hw8	47.4	27.73	24.88
1wl1	47.4	27.72	24.88
8w8p	47.39	27.73	24.88
1wnw	47.39	27.73	24.88
4ase	47.39	27.73	24.88
7w7b	47.39	27.73	24.89
1uc4	47.39	27.73	24.89
4d1s	47.39	27.73	24.89
5wll	47.39	27.73	24.89
3kyd	47.38	27.73	24.89
6iv4	47.39	27.73	24.88
7bjs	47.39	27.72	24.88
6z74	47.39	27.72	24.88
6et8	47.39	27.72	24.88
5udj	47.4	27.72	24.88
3ria	47.38	27.73	24.89
5xto	47.38	27.73	24.88
4j99	47.38	27.74	24.89
4by7	47.37	27.74	24.89
7ba9	47.37	27.74	24.89
3mq7	47.38	27.74	24.89
1yvl	47.38	27.74	24.89
4ejv	47.38	27.74	24.89
7ag9	47.38	27.73	24.88
1h14	47.38	27.73	24.88
3f3g	47.38	27.73	24.89
8pp8	47.38	27.74	24.89
3gt8	47.37	27.74	24.89
6m9l	47.37	27.74	24.89
6fpi	47.37	27.74	24.89
8k8g	47.37	27.74	24.89
6gqp	47.37	27.74	24.89
5i9z	47.37	27.74	24.89
6nuq	47.37	27.74	24.89
3o2q	47.37	27.74	24.89
3whj	47.37	27.74	24.89
4tl3	47.37	27.74	24.89
4d58	47.37	27.74	24.89
1xio	47.37	27.74	24.89
4ivc	47.37	27.74	24.89
1gl2	47.37	27.74	24.89
6yic	47.37	27.74	24.89
5ooq	47.37	27.74	24.89
7bjl	47.37	27.74	24.89
6foc	47.37	27.74	24.89
4rwd	47.37	27.74	24.89
1wpp	47.37	27.74	24.89
4i1s	47.37	27.74	24.89
4g1u	47.37	27.74	24.89
2cg3	47.37	27.74	24.89
4k4g	47.37	27.74	24.89
4e2l	47.37	27.74	24.89
6b5j	47.37	27.74	24.89
5tgu	47.37	27.74	24.89
6v52	47.37	27.74	24.89
7exv	47.36	27.74	24.89
4biz	47.37	27.74	24.89
6mbw	47.37	27.74	24.89
5uv2	47.37	27.74	24.89
6sl2	47.37	27.74	24.89
3sjb	47.37	27.74	24.89
4auw	47.37	27.74	24.89
6ke2	47.37	27.74	24.89
4d2e	47.37	27.74	24.89
2b7a	47.37	27.74	24.89
1yj9	47.36	27.74	24.9
4s35	47.36	27.74	24.9
4biy	47.36	27.74	24.9
7wux	47.36	27.74	24.9
5x6b	47.36	27.74	24.9
5jkk	47.36	27.74	24.9
2jkq	47.36	27.74	24.9
7fvs	47.36	27.74	24.9
2siv	47.36	27.74	24.9
6eup	47.36	27.74	24.9
5xnz	47.37	27.74	24.9
6wn1	47.36	27.74	24.9
5t37	47.36	27.74	24.9
6kgo	47.36	27.74	24.9
2o8p	47.36	27.74	24.9
2jaf	47.36	27.74	24.9
1yys	47.37	27.74	24.89
6on4	47.37	27.74	24.89
8bxc	47.37	27.74	24.89
4uoy	47.37	27.74	24.89
2jbl	47.36	27.74	24.9
7x5f	47.37	27.74	24.89
2ypa	47.37	27.74	24.89
4orh	47.36	27.74	24.9
5di9	47.37	27.74	24.89
6nvj	47.37	27.74	24.89
5f15	47.37	27.74	24.89
2v6y	47.37	27.74	24.89
3ox4	47.37	27.74	24.89
8anf	47.37	27.74	24.89
7bwk	47.37	27.74	24.89
5w5c	47.37	27.74	24.89
4ymr	47.37	27.74	24.89
7b1k	47.37	27.73	24.89
3p6a	47.37	27.73	24.89
7di7	47.37	27.74	24.89
5hwu	47.37	27.73	24.89
1yf6	47.37	27.73	24.89
7s5c	47.38	27.73	24.89
6tb5	47.38	27.73	24.89
6jef	47.38	27.73	24.89
3thf	47.38	27.73	24.89
3fup	47.38	27.73	24.89
5p9i	47.38	27.73	24.89
6ok0	47.38	27.73	24.89
6k10	47.38	27.73	24.89
4p62	47.38	27.73	24.89
3syz	47.38	27.73	24.89
8wb3	47.38	27.73	24.89
6bl8	47.38	27.73	24.89
6ixf	47.38	27.73	24.89
5m7i	47.38	27.73	24.89
4lob	47.38	27.73	24.89
3v5w	47.38	27.73	24.89
8i8u	47.38	27.73	24.89
5f5t	47.38	27.73	24.89
5xc2	47.37	27.73	24.89
5lm4	47.37	27.73	24.89
7jpd	47.36	27.74	24.9
2q6q	47.36	27.74	24.9
4idq	47.36	27.74	24.9
4lep	47.37	27.74	24.9
1qj5	47.37	27.74	24.9
3ncc	47.36	27.74	24.9
4tod	47.38	27.73	24.89
2qpe	47.38	27.73	24.89
3m79	47.38	27.73	24.89
4z3p	47.38	27.73	24.89
6fqv	47.38	27.73	24.89
7feh	47.38	27.73	24.89
3egm	47.39	27.72	24.89
4g71	47.39	27.72	24.89
5xqh	47.39	27.72	24.89
1hx9	47.39	27.72	24.89
2wjm	47.39	27.72	24.89
3ikp	47.39	27.72	24.89
5u94	47.39	27.72	24.89
2ocy	47.39	27.72	24.89
1ca4	47.38	27.73	24.89
2z50	47.38	27.73	24.89
5t4y	47.37	27.73	24.89
6yyv	47.37	27.73	24.89
6ctw	47.37	27.73	24.89
5wlh	47.37	27.73	24.89
7o8t	47.38	27.73	24.89
3ecq	47.36	27.74	24.9
6t5h	47.36	27.74	24.9
8pp3	47.37	27.73	24.9
7udl	47.37	27.73	24.89
3lb6	47.37	27.74	24.9
1jmb	47.37	27.73	24.9
1t6j	47.37	27.73	24.89
5ngo	47.37	27.74	24.9
6t46	47.37	27.73	24.89
3ny8	47.37	27.73	24.89
6t58	47.38	27.73	24.89
4b3r	47.37	27.73	24.9
3e1j	47.38	27.73	24.89
6k16	47.38	27.73	24.89
5e2z	47.37	27.73	24.89
2nvy	47.36	27.74	24.9
6oug	47.36	27.74	24.9
2epo	47.36	27.74	24.9
3hxc	47.37	27.74	24.9
1njy	47.37	27.74	24.9
1k83	47.36	27.74	24.9
6mvu	47.35	27.74	24.9
7jxq	47.35	27.74	24.9
3r6q	47.36	27.74	24.9
7b44	47.36	27.74	24.9
4bwj	47.36	27.74	24.9
1m0l	47.36	27.74	24.9
5mfn	47.36	27.74	24.9
5h2f	47.36	27.74	24.9
4elu	47.36	27.74	24.9
4zh3	47.35	27.74	24.91
7kdf	47.35	27.74	24.91
4xt3	47.35	27.74	24.91
4egw	47.35	27.74	24.91
6vf4	47.35	27.74	24.91
2z52	47.35	27.74	24.9
7mfo	47.35	27.74	24.91
5yii	47.35	27.74	24.91
1rpo	47.35	27.74	24.91
6n1l	47.35	27.74	24.91
7m0i	47.34	27.75	24.91
8gac	47.34	27.75	24.91
5oju	47.34	27.75	24.91
2hsb	47.34	27.75	24.91
6nfi	47.34	27.75	24.91
5nr4	47.34	27.74	24.91
7b1j	47.34	27.74	24.91
4nj1	47.35	27.74	24.91
3s4w	47.35	27.74	24.91
6ipg	47.35	27.74	24.91
5cmr	47.35	27.74	24.91
6rp6	47.35	27.74	24.91
4ck0	47.35	27.74	24.91
8ia3	47.36	27.74	24.91
1zuj	47.36	27.74	24.9
6bd2	47.36	27.74	24.9
7xw8	47.36	27.74	24.9
5e57	47.36	27.74	24.9
1aos	47.36	27.73	24.9
7rcu	47.36	27.73	24.9
4ebw	47.36	27.73	24.9
1afr	47.37	27.73	24.9
5ctt	47.37	27.73	24.9
3ss3	47.37	27.73	24.9
5mjz	47.37	27.73	24.9
3kro	47.37	27.73	24.9
8aj8	47.37	27.73	24.9
1q0f	47.37	27.73	24.9
5ama	47.38	27.73	24.89
6ixg	47.38	27.73	24.89
6xar	47.38	27.73	24.89
1ovv	47.38	27.73	24.89
1hf8	47.38	27.73	24.89
8brh	47.38	27.73	24.89
4x2g	47.38	27.73	24.89
2uwu	47.38	27.73	24.89
8sct	47.38	27.73	24.89
3r46	47.38	27.73	24.89
6gpz	47.38	27.73	24.89
2qa6	47.38	27.73	24.89
7oad	47.39	27.73	24.89
4zdw	47.39	27.72	24.89
3t5v	47.39	27.72	24.89
5nbd	47.39	27.72	24.89
5abh	47.39	27.72	24.89
5mbc	47.39	27.72	24.89
8qd7	47.39	27.72	24.89
6wk3	47.39	27.72	24.89
7nfl	47.39	27.72	24.89
8c04	47.39	27.72	24.89
6nro	47.39	27.72	24.89
4aqc	47.39	27.72	24.89
5zw6	47.39	27.72	24.89
8b2i	47.39	27.72	24.89
2ynr	47.39	27.72	24.89
7bux	47.4	27.72	24.89
3r2l	47.4	27.72	24.88
3cqz	47.39	27.72	24.89
6f9i	47.39	27.72	24.89
8fsk	47.39	27.72	24.89
6mq2	47.39	27.72	24.89
3cra	47.39	27.72	24.89
8fv4	47.39	27.72	24.89
8ioi	47.39	27.72	24.89
5lq0	47.39	27.72	24.89
3enk	47.39	27.72	24.89
8f3a	47.39	27.72	24.89
6vk4	47.39	27.72	24.89
6vvs	47.39	27.72	24.89
6yrl	47.39	27.72	24.89
3ck4	47.39	27.72	24.89
6d1y	47.39	27.72	24.89
6poo	47.39	27.72	24.89
2vbo	47.39	27.72	24.89
1quu	47.39	27.72	24.89
1w23	47.39	27.72	24.89
7xpl	47.39	27.72	24.89
5we1	47.39	27.72	24.89
3hou	47.37	27.73	24.9
3vyi	47.38	27.73	24.89
4e00	47.38	27.73	24.89
2ux3	47.38	27.73	24.89
6tzb	47.37	27.73	24.9
5t58	47.37	27.73	24.9
3ukx	47.37	27.73	24.9
4dse	47.37	27.73	24.9
5maw	47.38	27.73	24.9
5z84	47.38	27.73	24.89
3txn	47.38	27.73	24.89
7o89	47.38	27.73	24.89
8d0f	47.38	27.73	24.89
6drw	47.38	27.73	24.89
8j0h	47.39	27.72	24.89
2jj1	47.38	27.73	24.89
4qi1	47.38	27.73	24.89
8ff9	47.38	27.72	24.89
5fyt	47.38	27.73	24.89
1q08	47.38	27.73	24.89
5inx	47.38	27.73	24.89
4wpc	47.38	27.73	24.89
8e6m	47.38	27.73	24.89
8scs	47.38	27.73	24.89
4m3l	47.38	27.73	24.89
5t8v	47.39	27.72	24.89
3r6y	47.39	27.72	24.89
7m0v	47.39	27.72	24.89
8z10	47.39	27.72	24.89
7ewy	47.39	27.72	24.89
6rgs	47.4	27.72	24.89
7w9u	47.4	27.72	24.89
8ira	47.4	27.72	24.89
4dme	47.4	27.72	24.88
4e45	47.4	27.71	24.88
4o79	47.4	27.71	24.88
4h7q	47.4	27.71	24.88
3ltn	47.4	27.71	24.88
1fvf	47.4	27.71	24.88
7epf	47.4	27.71	24.88
5ti9	47.41	27.71	24.88
2pno	47.41	27.71	24.88
3r7o	47.41	27.71	24.88
5app	47.42	27.71	24.88
8sqo	47.42	27.71	24.88
3s84	47.42	27.71	24.87
4lsg	47.42	27.7	24.87
5x33	47.42	27.7	24.87
5hyl	47.43	27.7	24.87
2f0y	47.43	27.7	24.87
5mk2	47.43	27.7	24.87
2vjk	47.43	27.7	24.87
1k20	47.43	27.7	24.87
1mgv	47.42	27.7	24.87
2yeu	47.43	27.7	24.87
8hct	47.43	27.7	24.87
4upv	47.42	27.7	24.87
7ycj	47.42	27.7	24.87
3hfc	47.43	27.7	24.87
3ma9	47.42	27.7	24.87
4rbr	47.42	27.7	24.87
7bgv	47.42	27.7	24.87
1fxk	47.43	27.7	24.87
1mmo	47.43	27.7	24.87
8iqv	47.43	27.7	24.87
2pfq	47.43	27.7	24.87
3n05	47.43	27.7	24.87
4imd	47.43	27.7	24.87
4e68	47.43	27.7	24.87
6duk	47.42	27.7	24.87
4juo	47.42	27.7	24.87
5ug9	47.42	27.7	24.87
6bwj	47.42	27.7	24.87
8zak	47.42	27.7	24.87
1mab	47.42	27.71	24.87
6dus	47.42	27.71	24.87
3f1i	47.42	27.71	24.87
5waq	47.42	27.71	24.87
1ka4	47.42	27.7	24.87
2v2m	47.42	27.7	24.87
5dqq	47.43	27.7	24.87
8kbg	47.42	27.7	24.87
6t8d	47.43	27.7	24.87
3u86	47.43	27.7	24.87
1z92	47.42	27.7	24.87
8buy	47.43	27.7	24.87
6fbb	47.43	27.7	24.87
5w4u	47.42	27.71	24.87
8x5k	47.42	27.71	24.88
4a4a	47.42	27.71	24.88
4qme	47.41	27.71	24.88
3auj	47.41	27.71	24.88
8c73	47.41	27.71	24.88
5xal	47.41	27.71	24.88
4yde	47.41	27.71	24.88
3t6b	47.41	27.71	24.88
1fdy	47.41	27.71	24.88
4gax	47.41	27.71	24.88
4adz	47.42	27.71	24.88
5tz0	47.42	27.71	24.88
3s5h	47.42	27.71	24.88
2v8t	47.42	27.71	24.88
4bwk	47.42	27.71	24.88
6wx8	47.42	27.71	24.87
2wpz	47.42	27.71	24.87
7cpc	47.42	27.7	24.87
5frp	47.43	27.7	24.87
7tie	47.43	27.7	24.87
3wdo	47.43	27.7	24.87
7w5f	47.43	27.7	24.87
8sqt	47.43	27.7	24.87
8b1k	47.43	27.7	24.87
2rf7	47.43	27.7	24.87
6rsh	47.43	27.7	24.87
6y40	47.43	27.7	24.87
4tog	47.44	27.7	24.87
7xrg	47.44	27.7	24.86
5wlj	47.44	27.7	24.86
5c39	47.44	27.7	24.86
4dfk	47.44	27.7	24.86
8kbw	47.44	27.69	24.86
6yyy	47.44	27.69	24.86
1hj1	47.44	27.69	24.86
4wvc	47.44	27.69	24.86
1ufa	47.44	27.69	24.86
2wpd	47.44	27.69	24.86
2p1a	47.44	27.69	24.86
4bwd	47.44	27.69	24.86
4qiw	47.43	27.7	24.87
7e0o	47.43	27.7	24.87
4wun	47.43	27.7	24.87
7rrc	47.43	27.7	24.87
4cq4	47.43	27.7	24.87
5wal	47.43	27.7	24.87
3ri5	47.42	27.71	24.87
5ffx	47.42	27.71	24.87
5tir	47.42	27.71	24.87
6nyk	47.42	27.71	24.87
8eq8	47.42	27.71	24.87
1ij6	47.42	27.71	24.87
4q4z	47.41	27.71	24.87
7mvx	47.42	27.71	24.87
6g8l	47.42	27.71	24.87
4q9s	47.42	27.71	24.87
6x06	47.42	27.71	24.87
3f4y	47.42	27.71	24.87
7n4f	47.42	27.71	24.87
8r02	47.42	27.71	24.87
4d6u	47.42	27.71	24.87
4mrv	47.42	27.71	24.87
2pzr	47.42	27.71	24.87
8jzd	47.42	27.71	24.87
8bs7	47.42	27.71	24.87
3rc8	47.42	27.71	24.87
6g8p	47.43	27.71	24.87
5eix	47.42	27.71	24.87
6nqm	47.42	27.71	24.87
7v3d	47.42	27.71	24.87
6c94	47.42	27.71	24.87
5hb3	47.42	27.71	24.87
6dcf	47.42	27.71	24.87
5tq5	47.42	27.71	24.87
2cyd	47.43	27.71	24.86
6r1j	47.43	27.71	24.86
2w6i	47.42	27.71	24.87
1q16	47.42	27.71	24.87
8fuh	47.42	27.71	24.86
6fna	47.43	27.71	24.86
3e62	47.43	27.71	24.86
8bm8	47.42	27.71	24.86
5hgv	47.42	27.71	24.87
6dsv	47.42	27.71	24.87
6p73	47.42	27.71	24.87
2if8	47.42	27.71	24.87
5vpa	47.42	27.71	24.87
4h7x	47.42	27.71	24.87
7mbk	47.42	27.71	24.86
4tn3	47.43	27.71	24.86
5u5q	47.41	27.72	24.87
5ljn	47.41	27.72	24.87
1g8m	47.41	27.72	24.87
4riw	47.41	27.72	24.87
1k4t	47.41	27.72	24.87
1xmq	47.41	27.72	24.87
1rjn	47.4	27.72	24.87
4djs	47.41	27.72	24.87
6wk8	47.41	27.72	24.87
5twq	47.41	27.72	24.87
4ad7	47.41	27.72	24.87
6yd0	47.41	27.72	24.87
1tbg	47.4	27.72	24.88
